Land(Ha),Water(m3),Dolomite,Urea,Bunch_Ash,Rock_Phospate,Borate,Paraquat,Glyphosate,FFB (Ton),Waterfor_boiler(m3),Transport,Genset,Electricity (kWh),CPO(Ton),Productivity(area-FFB),Productivity(area-CPO),Gas Emission (CO2-eq/ton),Biodiesel (Liter)
517294.5768781485,2960.8065,13683072.89273008,21410288.32768678,43071189.15200536,11178500.617472678,9282612.059749376,210159.56077774963,221832.85698570052,804700.9965593293,5.7472,3.2512,265694.1942615118,74114792.1190516,1.28,0.9942371623245698,1.1096834970394407,5950496.046972092,1179983.0876974687
668698.5577524411,2960.8065,20984758.410279334,104.4126,64515747.46239887,70652442.03042859,8748149.646716993,500020.403739549,1039670.4241651276,6.39,5.7472,698984.2713787293,4.9024,85005331.63500631,1.28,0.465486479,1.2296425950559575,8746500.841734717,574086.0263687138
630774.7891249459,1548831540.627489,27033517.526206627,71603757.96782905,69645567.33851278,85950739.18337663,10322618.517966395,1763085.7182457447,2540161.045777628,3475904.0107469447,711012.2801820277,1077935.3543586915,1441405.7519536065,89552235.25812751,99117.67669151071,6.160587890039628,1.6019739928451675,5726159.88778002,1434907.972645366
375291.1415081652,2960.8065,97.9587,104.4126,233.0433,109.7802,2106832.7201762954,2.3004,3.0033,6.39,5.7472,3.2512,4.9024,95.808,1.28,0.465486479,0.506882683695542,13.62,1.408
396726.72463123227,2507532399.7311277,80702316.84820415,89233666.99486157,164535993.75407618,101349627.3733434,10306740.625877831,2194914.2343103467,2786163.00860612,4568948.220070471,3935711.767963935,2738558.3867037613,3597758.723655228,85963892.62886462,991023.444282148,10.18465981453985,2.227777411039255,12629683.692921132,1549503.1046680943
253101.6745208326,503140488.2581298,97.9587,104.4126,233.0433,109.7802,2171458.5628739307,2.3004,3.0033,2456268.1982214185,5.7472,348666.040180682,4.9024,95.808,30682.680681848666,5.533046342112415,1.5276242410890275,1482151.0726387724,768718.4640011601
486446.4960753924,1644179095.4992948,39790351.59936428,35314636.11774911,216117168.95769083,46157758.05491377,5669350.40454828,359748.6770625366,461213.8131848511,3052553.6654618387,1436288.025260348,610909.4844867561,2362083.161190452,46456816.5783373,610196.6110703369,5.060656209211377,1.5399493893141418,10019260.202376736,806100.3417057479
535405.8595633503,1981438446.9233236,120324957.33479312,8350193.339221463,101695101.35919677,32080838.38571415,6254257.268983209,30108.489861723967,800356.3295996317,3082940.427959054,3995549.557458794,173641.17367372476,2271601.5913824723,27645911.02114745,9935535.130416496,7.415256581268499,2.270565090682754,7438230.863378385,570194.4417090279
396686.9766991559,2428246769.659173,45190234.79904334,81978759.34209436,117240286.86119704,79756999.79460165,6296579.519148277,1961263.8440568044,2507260.5447402988,2425761.887867657,1192807.4842865728,1326276.4345281792,2821541.41923603,44011501.743396215,678442.1162661433,6.346945410611591,1.0609407117135308,7478786.27932514,418877.3294759991
3295454.9243135164,12691307876.201458,425076485.5292856,211967163.8722071,1165249347.5194802,243539194.69158983,33576321.51155667,18347558.298033617,7767845.076405954,10337062.34704762,4844809.779653069,8583482.678366326,15093311.341697624,434753660.44057953,5232883.422220105,9.3384707208818,1.9663716275243628,53218060.834036574,4956834.625742076
432688.68934051634,2563066047.628879,86043685.21088077,59558158.98485785,762482304.9185337,74415207.53653444,40551427.8694693,1307742.282317499,2817043.891733088,4954484.419125882,3734092.171536636,2032245.2660464807,3303886.206232877,51982272.25187591,646618.6220779766,4.790847767732704,1.346322595849007,12266313.066802058,1104795.189420434
248786.2082833334,182190208.642848,97.9587,37651316.28558167,108439008.35454217,28927723.697883874,5029357.054903755,2.3004,3.0033,6.39,5.7472,719822.8118572391,4.9024,14628786.802255357,1.28,0.465486479,1.4739713096036904,4636870.770567475,648164.4461370006
426904.2379510403,1889954190.032668,78997672.68423785,59493291.79112336,205858426.4957153,79931266.64183694,7956996.902739035,1242695.400900455,780802.6374247333,4743428.632129267,4206402.479652504,2213530.7703528865,2239006.2528993525,70318295.33275616,333335.9679616911,7.477749637193096,1.968964533056368,10112604.589718657,1322396.996314085
511677.7956699024,2960.8065,97.9587,28231669.95185029,233.0433,41088477.55717579,4262627.414011925,779504.6189243479,3.0033,6.39,5.7472,3.2512,4.9024,39819807.082892485,1.28,0.7588601258140919,1.3512019410390228,3345690.0261572227,331268.42208312615
234042.13444855687,1392909547.341498,43928234.511656985,41779978.77306851,71071626.13500293,56131727.97452511,6744872.223578849,528159.5971409942,1567789.7872548338,6.39,1346060.063534433,3.2512,1859209.4431600976,41715384.415261336,272609.9435179128,8.6336094740794,2.344441005897075,2628795.8848134894,198135.79674952407
630940.8430343976,753657231.8883886,5958181.149707466,104.4126,115909202.7867964,51365628.87184507,6804563.8846349735,157861.83371137455,621977.0518589674,6.39,5.7472,129159.7070206278,1611760.9411756515,48879392.59143401,1.28,0.7921646039147152,1.134472225735051,8161695.265315121,573004.1406036839
868731.7297040327,5311414777.18343,125223749.58081564,176337958.9056186,295144569.9637671,189151544.91395968,18443107.4768567,3397229.498885054,4385890.304372268,5547166.989182415,5554804.491010247,2646984.015664356,5697838.406095848,108802646.10916486,1256826.3680081076,4.847894167324409,1.4925686141390708,17440301.189968355,2137293.9135612706
156842.13803049724,1581641877.2176006,3296478.978924647,49053796.89691848,52659977.899706736,30449206.90881648,4754215.612754637,209220.12280883823,3.0033,1159037.373635389,2332888.552912087,811112.1944624109,122547.48426015908,21227731.94503495,337985.4116221003,10.038686084613312,2.10073865527418,13.62,374706.4900150532
603963.5787197894,4081193405.6294174,81956013.3091429,115724739.81000626,198550233.2170252,120564789.42631884,13144247.224927545,2718340.2731178347,2383119.116597466,4866077.024632299,6269583.793045323,2496164.469092743,4940779.224041212,106608718.6922201,1060580.3788167275,8.403738868973516,2.319951034140047,16569732.367523525,1241875.3233719445
444112.05559634895,1571080032.9847164,15481965.305544004,104.4126,66029545.1403542,13333561.249618111,4313411.217303637,2.3004,3.0033,6.39,5.7472,18854.61859049136,4.9024,11046656.203460962,1.28,3.3062844073835613,1.4591903685471534,5157380.664304242,463784.06810693967
592921.0246254278,3397402670.7031174,85463301.05399224,113547466.3060186,242735364.8181855,73248530.60778545,15032816.014620252,2669096.3723899024,2372473.161929981,4850316.481067568,5676901.087630959,2776067.8478340576,5817347.306616722,118326090.81402634,1160989.3353989662,7.410602314288996,2.466783546703424,19444700.7717797,1820765.1093095
547952.0405583128,1446531532.8562834,53775224.772487625,3169981.8681500703,100766290.91085558,69884444.27381955,6700868.60378305,764196.3108633122,1015317.6678149864,3293752.0329386536,3217780.958446089,1063058.6611869163,1895362.383530772,61231981.481279984,216015.12210258504,5.911938527349697,1.8672912070438128,10422525.11218162,899354.1458497756
446924.64644815057,2103099083.2145245,63558192.5193184,92571609.96172738,181626047.76596537,48055745.55338883,8706360.608380822,1327499.7483865635,7463.340591962915,2793710.949104945,350797.76579185715,1406832.9512863285,1894759.326330324,52267104.60817878,735394.6734651813,7.540200773574646,1.9484887365395656,10460474.589775983,1448017.5492977682
794785.2574915085,239059013.0828879,58744502.16572291,104.4126,102083058.6042436,52388003.76870139,7172519.103080233,365778.0905564674,3.0033,116705.92100358382,5.7472,543484.0214808881,4.9024,17201040.35344305,1.28,0.465486479,0.7545379706840809,8015587.147889594,217452.66343995347
2779045.050098052,11225294146.746351,327880938.3073616,262961593.94881797,980024328.7060392,425024703.7333435,38159854.79587483,7941741.350168258,5072811.903550148,25197491.26585436,12472746.45893059,14990088.603160052,15688228.473973516,392548966.7266214,9384178.766011614,11.331099282114804,2.4131638887398044,60602385.370529726,6407271.969292958
573816.0745224892,3544024862.584024,63643061.034666695,95662786.48562127,256608311.89037263,105350301.42871615,9783827.040475965,1632042.2194515928,1583685.3623334388,5551617.938830854,1950448.6214733263,2686906.068592334,4349121.607561402,89904204.60074428,1078563.1771024936,6.564598864321586,1.9257469817046136,9559792.967129704,1145149.611859808
779261.3479657911,3156197493.903263,111016653.24613596,104472244.1287615,206317085.6111548,99326459.0747211,8208304.969170391,2394870.0801199474,1942736.9308696156,3726943.627169172,2512973.114175082,1903880.7056859464,3344203.133154037,95877394.6758694,961732.3776925872,5.451214603278777,1.599753558822618,14157819.14005986,1227616.460291488
904392.3266423752,4968232666.807026,129000468.62910593,127112456.44085342,335214423.6192734,127300280.56483932,16810089.282675035,2984403.4592266465,3453966.924415469,8224930.783428689,7950061.95538072,3865318.84025859,5289564.08344443,123548150.16278356,1499429.0749255712,4.536909845272232,1.7895991082885754,22793151.063379034,2906364.774240085
569002.7965772748,1226845830.5068743,35605965.324750066,84900123.67548564,116206073.56751372,63048255.74879101,6074176.774786535,1282566.9231608952,1030702.959649602,389998.3142323783,5.7472,1151144.8428015877,2450961.2570778187,78666667.49476513,509824.7359890591,3.693104177061739,1.8076354863253368,9468332.859537574,1125332.8351988853
2346693.0604156954,12363971717.118383,486576538.5960639,392728434.9511322,1231580300.530269,435499051.4911123,49968375.10926377,8412761.497593852,28784446.365353264,18321923.63032849,9129183.766723571,15105402.302090904,16624421.35618541,1014723899.3561212,4823192.646137972,6.328277440391309,1.908034911792108,62819680.780218326,5193436.076822074
647924.8739541228,1967283215.258477,83972872.401795,20769192.948666163,174759165.27218774,42408668.95765516,8038257.906956257,1221307.3178394795,760609.3862973156,4785414.730437176,3372614.167514494,1781294.6338901431,2588009.8778359583,51755518.95165865,657554.1186220325,3.893717935373543,1.6039489915349168,11570116.88542735,1233948.4563255263
566934.2775427973,2960.8065,97.9587,104.4126,233.0433,109.7802,3482562.1750243744,2.3004,3.0033,6.39,5.7472,3.2512,4.9024,6231332.328135341,1.28,0.465486479,0.7864498421273411,3534947.056766823,559992.4243622522
2342255.682806851,3282877509.098359,98332785.01323517,59853660.22186704,279334890.90431994,130046622.68117812,6803243.205712657,1992660.3821938613,1851027.156942753,5604181.61729163,4379980.143781876,2797857.8877800973,3286649.8900746894,85937247.34553035,984512.3118214232,10.469924101529928,2.6806260136390865,13203295.898836613,1052488.3219228263
1630840.7486380315,15492841084.987204,433849959.5110405,235703615.32441443,1282729349.265085,423226116.81801736,31632643.22813888,9997354.29262434,10549939.745870516,15274140.386172948,1568611.5675818808,10353061.380240085,11648605.064643586,630967985.7850149,4018925.7811754416,14.373503689195648,2.3655272718218057,46445887.51748176,2859402.155057112
563708.6314517563,1447513324.7145052,56148443.62282351,77678701.06033269,88931498.38374121,77792274.26597016,10811860.99850572,1374290.7542073943,1362490.1033545346,2664630.8070051763,1042823.4029589308,1169611.3550903285,2200314.0351593755,68711756.54214731,607242.8542960377,4.88970891151429,1.989773694573098,9770604.092302602,1599808.5686417343
504900.4077881435,1705388063.0318232,68109384.52109285,69664568.14520311,50097777.08798845,62475843.50901811,8294545.128207271,1831996.1206370883,1680198.4256163852,3069531.826814146,4243271.343115638,2048134.925992733,2598663.8077114485,68144405.37933585,597416.9120823292,7.508671288696776,1.836997097525356,13708127.53738229,1463342.57305946
568972.2830132566,766270060.1400933,54684417.00434524,24510528.37390257,53339560.228611305,26769720.50407265,4274162.791720003,995611.8028301828,1166777.8736636497,6.39,2779679.395404347,1010483.8921263864,617137.8776861266,25525700.329678603,131584.6119276596,3.549539922584509,1.6037762511247349,4375511.880680366,401917.4530247893
459547.9864047584,516788527.78363967,52710235.15511717,8246976.905887321,127451242.86537704,10152603.317149028,7517384.102519659,2.3004,3.0033,818259.7422417458,1050420.5825271574,327427.24000628013,1751148.9495568771,16309662.4572782,306557.5482211817,7.625650168973283,2.082059538961199,4052398.759664328,785657.8370281964
575985.4200907032,2960.8065,40318377.76713182,26727413.87721058,120544540.95970592,65140906.165347874,8957981.886647763,1056391.497633514,2156294.7770518074,2903556.188059111,1060256.1483978336,812924.1158604145,2322906.4649130376,82054334.5824734,302404.29374423646,5.086066638505541,1.618123301859307,7911985.483621016,951617.9474687276
585222.7942084777,1762349346.637965,55925447.98418172,75923602.27703083,106375827.46403506,47751122.682450406,4213651.073373787,838645.2652998697,1739455.697395498,466012.7715027882,173935.45948744612,992059.2674802388,1476021.041661502,54113348.67612084,192037.48905956803,7.894519123826868,1.9650709162274151,6447934.156841615,564545.8178523772
3707566.890016607,2735128450.601639,59006004.39685785,370397571.221397,129506319.38431048,75533987.90675092,53620289.30878583,1402175.1024907771,2830847.1869097683,2044141.9456893725,50122371.54407261,833020.3944730458,1877942.2099456007,75668309.91721095,3426795.8367636856,12.447752818377356,2.285067547807181,9135155.193266284,680082.7868275609
1622300.4399028462,9012334753.054148,345589220.32727385,141977080.93545657,679496590.1833707,185089401.9640557,19501060.7163108,6372353.253231082,4675818.500143329,6.39,5.7472,6891241.895115441,7699854.208217218,366511840.4742944,5124664.880197043,8.275201872402892,1.614670293034937,38057930.117051385,2023020.9463802911
415066.29283671256,2863268730.464164,84788032.77509965,120400331.88019818,305778552.3070213,133551099.82441738,13639571.139626974,2870972.7687093783,2671118.895163685,7893637.176844473,5479105.75576095,3887661.1631551054,5815900.162933464,124833943.5176328,1234193.1151072737,10.84036560631414,2.92302260908001,15674711.874682918,1632149.0366093032
2279047.2750372305,11557093665.42123,533900748.54439366,259750325.06762543,1113697288.3023958,414149201.1706884,35644622.17526011,10268121.586885665,11813436.568384737,18693649.403816685,8066809.082270637,13165368.589961026,14330619.489655023,530056596.94129145,4530156.286595091,12.093086835343149,1.8093811241371216,50475605.84539874,3679359.9787879526
407987.5989523602,2236222367.81664,59299823.73272766,48893653.193726376,170236162.73408973,54119638.98957817,7398979.585580105,1321599.6452984228,1868125.2777894055,451885.62149980105,5.7472,2052538.4647260169,1583718.781354822,54586433.69538441,809870.0603764056,2.9405708428803803,2.1131670878695483,8176967.969726332,768794.7089378322
649889.0868379143,1535546840.820556,52219923.76060808,16738567.002597911,124013327.0304392,37662666.5215269,8029407.179030655,535592.3195216416,606134.9957376779,2215285.900089549,1963520.9109592943,1976771.543115934,825291.588724691,46136813.06285158,373445.34131024254,2.4270375620782545,0.093242988,5787445.70775819,859014.6057687107
536038.3674490732,1585536561.8458002,56912369.060547695,51278400.69688672,165863884.8268659,56929953.37196624,4903894.109197885,1386905.658523161,1914630.397846428,1860826.5054302355,946392.359293464,1194584.895995726,2186622.07153813,83368649.59910257,838587.9097508742,5.055588136456933,1.7266703766523115,8232152.785159718,1293657.624662701
466238.4456311292,1871053326.5648496,52414775.36321455,62502912.07648423,124809953.97052346,69374766.0398001,8966001.402900485,1472711.1325647412,1241829.686811089,4996723.708911631,3479823.438405069,2401137.5973815587,3445966.3132603243,89696036.55118072,801821.0763256734,8.047221838688454,2.37089685948887,12489830.689336743,1270704.1803067971
781303.8213467714,3254750981.020407,91218358.09582952,86268240.07839961,210767455.45115775,135555081.86230716,13165946.088255182,1674149.5661791635,2589544.662939853,6570077.908289785,3060428.21721646,3048830.8279146748,4426728.257035862,94598536.94544505,517422.7236888082,6.3840693579344565,1.877720049432705,14047145.0081492,1180978.7808899458
347039.45719109545,737555991.5679026,44083943.648613885,43710810.543726735,100404619.66871262,35415790.37869339,8437721.945077365,1386558.4650516335,863598.243415447,4622040.302422904,1909170.678682432,1851471.360715849,2916290.4294280387,77375863.96117392,520756.4414531445,7.580157284306291,2.018950929376971,7915514.451323919,1373975.722928896
899992.6611561086,10759332284.26286,360074860.1230123,117095288.37224996,766838789.4011015,169218141.14045817,32932107.15928077,6954157.46852407,8496201.97971486,10947154.93863316,5.7472,9324081.241142845,7497352.770957999,557397801.610643,3109187.160455344,13.432197542951796,1.794044174885311,57933617.98711322,3143653.721376113
2306648.055007403,2204273921.708392,1099593422.005015,27450408.24383129,105767464.67297642,1231439151.8701005,7126303.747000704,1861937.7250854685,1225976.58591883,6.39,2255108.458840494,1479322.8068196897,2224355.4960886305,41624445.6806868,861030.1080173649,7.725206089458019,1.768871938487373,6294831.978258114,6612770.8355754
629476.9949500472,3690751700.98082,112081994.6488458,75477429.00113256,273091200.21718884,110692681.99590091,10144738.120697496,2437050.197662324,3052887.259678874,4300180.133609873,4988389.20630026,2896599.017807005,3882343.748795319,78199594.68999192,1080212.9129401287,8.352157170678876,0.9143330420154752,14544086.318313371,1026939.6566521688
499832.4383537888,528242352.0255642,71940684.69678292,50106706.56852861,38671993.61568642,59769499.6388216,10343430.462370291,1677152.2982289738,1543585.208738036,2789420.9474612623,1629797.797753321,1490197.224010649,2483197.713607382,100043281.15192956,525254.842169065,5.44714002369456,1.9313831174212788,6466232.945988681,1434753.814696835
3963567.144486616,1681484189.947512,56681722.392995305,76831336.78012794,233.0433,61821302.36809231,8984753.43995277,1723299.0426319134,2549363.267270741,1909727.887351621,3912621.564977899,2790370.070443906,2306173.5635787784,74613091.78653964,670843.6862737308,10.210805931814498,0.668833705216826,7671888.776225438,825607.5774768929
272923.5698415042,1001478231.5768576,38589798.90235958,27439909.298724845,129976884.85117474,46408569.43903564,4742462.967068741,469468.0595732862,147001.19799785572,1404577.0000822423,869198.9550664164,818931.0605907843,919940.109549731,35425257.822563566,85998.9603771466,7.095232609183436,2.269162294601733,7588709.466375061,683094.4965776749
507224.35953194,904256575.9904984,52880253.85586214,32688258.25350129,111125179.01759246,28262845.65755198,6485845.793064324,504250.8837989948,895695.2373647403,26782.2756533362,233477.38623006688,47514.27204410359,1055671.2971621086,39673991.07725491,1.28,2.876861806106209,1.1989167544706631,7137469.166656833,235894.833204204
660413.9809953345,695377307.1817119,32336201.590393923,46533400.65208708,147175321.89117515,61154568.29208724,7891861.369410993,419499.1121353936,250344.82205464668,1751878.0331150168,5.7472,1055372.1985265105,613208.0839950857,58561878.9914688,10511.860591145116,2.3881254468191067,1.5251346199272775,6428267.647689412,877780.9381443
529133.4896965983,1955041801.753286,73787487.91549698,87332417.94772156,139926171.46145838,99468933.52112249,11447844.460697709,1959872.2313033885,2531600.329044,5333907.452582212,3375575.490178822,41763551.84236454,3986124.611401961,102541517.6625026,1004692.0488481404,6.362538881774646,1.7402219817897189,17893859.71933206,1607591.7727126726
755428.9779216573,1294658745.8869336,58191274.38637389,89429379.28920713,162435166.93599668,58494713.373806894,10695452.437123116,1634779.9024296675,2628836.620979008,2258944.209526739,3443965.000498294,636043.9959113917,2868411.8137659496,79242930.27285042,275159.8239060282,2.416841531507872,1.6776934321037102,10877276.63675613,1334785.165199679
571175.0864367539,525356242.0405538,53953182.2166132,65454259.86632548,136461233.3854609,64968584.768643,9270741.985894516,1006471.9464867462,2012010.475650484,1834712.395943168,1672803.4683746237,1216015.3200983133,2871214.3841665867,112895239.13856672,79512.35936306394,2.565455893221097,1.57285907654344,10254795.762528531,1626022.0226896494
441098.7484970222,2602970058.760818,77088026.21818572,118522834.95684557,195075397.6269146,125004814.22094432,11845595.137124982,2486730.48907254,2285946.072654604,80239581.467878,4488003.622370608,3202933.980491881,4822927.520835213,103518331.66861305,1241707.5726783408,10.552210667405632,2.4809915504046955,14393022.37035774,1722906.5749238888
407511.35448528593,7751695235.404774,310260870.55456096,224165699.90738735,440064802.4198923,254477438.7654605,14292507.685967378,6790008.31209393,5924091.527438389,9232565.247432254,370118.0092368834,9190756.081638886,7652696.745295759,311870655.1145467,3364110.207978325,12.983742757995774,2.192351231917734,25324172.43749904,1990389.3620138075
502711.5434218935,2650184272.106777,49615005.3044703,98348748.56926186,99782136.05990145,59335921.576943606,9476526.316476628,1725484.502044451,2052155.327211623,3275472.408641467,3158656.8496283013,1817298.747834175,2593559.8432593425,63210679.89587131,440766.96031725366,7.430270365036268,1.7079814837119491,8712113.684170412,1219986.1109853412
328119.57278045296,2960.8065,17013505.69596079,4202372.982829049,233.0433,5265463.593166426,2599393.1931197485,2.3004,3.0033,6.39,5.7472,3.2512,4.9024,10679817.714446798,1.28,4.787348573599676,1.430456440816772,13.62,1.408
413099.7945240369,500386063.3440921,26962502.825254828,30369310.840032358,85955025.56476925,43551610.30611651,3092120.7554842383,872875.6459478248,30599.83786781924,3122586.4716039826,825975.6871961937,861773.4525549698,458380.6496954896,21277986.254710123,1.28,6.036626411592638,1.6342984019763558,5411268.970867019,730418.2066514341
2558888.710459971,3843172859.0781264,116208359.3112633,154627758.81958425,180683569.45889327,1705652227.5859792,11740490.718245488,2785206.8400893705,3590165.554689572,6535881.228153275,84475011.43505964,4397245.6803471465,3975404.4952727305,552217843.1504961,1522398.596619783,13.854643085426853,1.9969348042234023,16984197.15354295,1422130.4819614412
645266.2612996968,1998524182.95754,129950124.63718335,44160237.03656872,271252192.3413811,90316267.5155162,8473977.116288008,1177591.3730845407,1464048.9961990165,5734050.570215299,1641985.5132860525,3015932.578351056,3112552.697044247,77758486.73011853,888511.4097805596,6.610119894967481,2.366355885976898,13130593.4864459,1331752.535006595
1685142.9171622454,7530724625.025409,283408641.7764076,104.4126,675323707.6352043,5395922.579432443,32586961.52763018,2.3004,7756783.771704348,6.39,5.7472,3.2512,15122091.094411144,393237167.4260411,1842.7348380822225,7.713832119728002,1.5666705313900466,2996791.98655656,4079734.876890274
405317.1164803522,2960.8065,97.9587,47975106.3105207,233.0433,5528749.704644963,10.4796,107655.78407608227,918433.3816258956,6.39,5.7472,3.2512,4.9024,23596769.09941928,1.28,6.69738620313192,1.8015746971003077,1877325.1598953477,237472.27630603604
696304.8915147217,1647221115.6390884,40866394.046143726,56248470.91100801,90629861.76436172,38602275.77506508,5873686.79924964,683774.1525054835,3.0033,691986.924477757,66037.29613312986,958730.1850563064,1670930.0000364562,45091579.22820068,243057.33782437048,1.7819580750411976,1.560534648070035,7086022.008598495,1166976.6189425627
588316.6266444277,933677447.0079978,75905151.64114848,76974430.32789728,154538594.98689103,64384578.402380265,9734127.507854512,952982.6900346844,1944905.412278632,2220798.82268265,143535.67694764677,2065281.8571729944,1402956.9834687067,52187284.62779644,599345.8451636203,6.040754887732202,1.887488939483669,10229024.858680492,942770.0944096918
857892.0022757602,2581259999.035625,73440849.40113512,53141679.97660847,185544183.5657706,85004925.08065365,9302213.252481638,1816445.614611839,1805846.7793312508,1083404.5863027652,1436272.9892053376,1211921.5653578106,4039993.567022152,80605627.35890985,422142.3953771588,0.465486479,0.9376653576973712,12531418.907936256,1362314.8000732637
565247.1986479976,1917997483.2072687,67469842.40073949,97541334.84972095,62438520.52832696,120172984.36002246,10879922.779081156,2082496.3664818504,2938447.6436005784,4405468.320250044,3051469.2817227887,2372460.871905031,3378578.210320361,133994378.16032767,460265.8746678634,7.934987052983693,2.0911248717165254,13891951.201418478,1342766.2794412407
0.86,5188298216.506947,254344837.5601199,104.4126,74396253.05150676,4565241.108549833,10.4796,1609854.540789863,3.0033,3804458.903531887,5.7472,3509208.705653062,4.9024,202330465.5758465,1009083.2721814384,9.657933869365952,2.1487474737947427,6739911.418536492,1742628.0585280014
713708.5765922205,2566922585.971258,64844232.68044722,81485282.50721979,85355785.22460897,68832956.7123056,7988993.02345085,1866539.259296149,1202307.196975188,2463081.9528999976,2682941.8148060795,2137876.9935245216,4035980.04227519,71846983.4831519,450198.377475372,5.631269819978856,1.9806197723782444,9455926.807711877,1483239.790908697
